canonical,aliases,module,stateful
ICU-ARCHIVE-java-ISO8859_5-1.3_P,java-ISO8859_5-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C840,false
ICU-ARCHIVE-java-ISO8859_6-1.3_P,java-ISO8859_6-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C841,false
ICU-ARCHIVE-java-ISO8859_7-1.3_P,java-ISO8859_7-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C842,false
ICU-ARCHIVE-java-ISO8859_8-1.3_P,java-ISO8859_8-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C843,false
ICU-ARCHIVE-java-ISO8859_9-1.3_P,java-ISO8859_9-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C844,false
ICU-ARCHIVE-java-Johab-1.3_P,java-Johab-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C845,false
ICU-ARCHIVE-java-KOI8_R-1.3_P,java-KOI8_R-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C846,false
ICU-ARCHIVE-java-MS874-1.3_P,java-MS874-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C847,false
ICU-ARCHIVE-java-MS932-1.3_P,java-MS932-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C848,false
ICU-ARCHIVE-java-MS949-1.3_P,java-MS949-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C849,false
ICU-ARCHIVE-java-SJIS-1.3_P,java-SJIS-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C850,false
ICU-ARCHIVE-java-TIS620-1.3_P,java-TIS620-1.3_P,Iconvex.Specs.ICUArchive.Codecs.C851,false
ICU-ARCHIVE-java-euc_jp_linux-1.6_P,java-euc_jp_linux-1.6_P.ucm,Iconvex.Specs.ICUArchive.Codecs.C852,false
ICU-ARCHIVE-java-sjis_0213-1.6_P,java-sjis_0213-1.6_P,Iconvex.Specs.ICUArchive.Codecs.C853,false
ICU-ARCHIVE-macos-0_1-10.2,macos-0_1-10.2,Iconvex.Specs.ICUArchive.Codecs.C854,false
ICU-ARCHIVE-macos-0_2-10.2,,Iconvex.Specs.ICUArchive.Codecs.C855,false
ICU-ARCHIVE-macos-1024-10.2,macos-1024-10.2,Iconvex.Specs.ICUArchive.Codecs.C856,false
ICU-ARCHIVE-macos-1040-10.2,macos-1040-10.2,Iconvex.Specs.ICUArchive.Codecs.C857,false
ICU-ARCHIVE-macos-1049-10.2,macos-1049-10.2,Iconvex.Specs.ICUArchive.Codecs.C858,false
ICU-ARCHIVE-macos-1057-10.2,macos-1057-10.2,Iconvex.Specs.ICUArchive.Codecs.C859,false
ICU-ARCHIVE-macos-1059-10.2,macos-1059-10.2,Iconvex.Specs.ICUArchive.Codecs.C860,false
ICU-ARCHIVE-macos-1280-10.2,macos-1280-10.2,Iconvex.Specs.ICUArchive.Codecs.C861,false
ICU-ARCHIVE-macos-1281-10.2,macos-1281-10.2,Iconvex.Specs.ICUArchive.Codecs.C862,false
ICU-ARCHIVE-macos-1282-10.2,macos-1282-10.2,Iconvex.Specs.ICUArchive.Codecs.C863,false
ICU-ARCHIVE-macos-1283-10.2,macos-1283-10.2,Iconvex.Specs.ICUArchive.Codecs.C864,false
ICU-ARCHIVE-macos-1284-10.2,macos-1284-10.2,Iconvex.Specs.ICUArchive.Codecs.C865,false
ICU-ARCHIVE-macos-1285-10.2,macos-1285-10.2,Iconvex.Specs.ICUArchive.Codecs.C866,false
ICU-ARCHIVE-macos-1286-10.2,macos-1286-10.2,Iconvex.Specs.ICUArchive.Codecs.C867,false
ICU-ARCHIVE-macos-1287-10.2,macos-1287-10.2,Iconvex.Specs.ICUArchive.Codecs.C868,false
ICU-ARCHIVE-macos-1288-10.2,macos-1288-10.2,Iconvex.Specs.ICUArchive.Codecs.C869,false
ICU-ARCHIVE-macos-1536-10.2,macos-1536-10.2,Iconvex.Specs.ICUArchive.Codecs.C870,false
ICU-ARCHIVE-macos-21-10.5,macos-21-10.5,Iconvex.Specs.ICUArchive.Codecs.C871,false
ICU-ARCHIVE-macos-2562-10.2,macos-2562-10.2,Iconvex.Specs.ICUArchive.Codecs.C872,false
ICU-ARCHIVE-macos-2563-10.2,macos-2563-10.2,Iconvex.Specs.ICUArchive.Codecs.C873,false
ICU-ARCHIVE-macos-2566-10.2,macos-2566-10.2,Iconvex.Specs.ICUArchive.Codecs.C874,false
ICU-ARCHIVE-macos-2817-10.2,macos-2817-10.2,Iconvex.Specs.ICUArchive.Codecs.C875,false
ICU-ARCHIVE-macos-29-10.2,,Iconvex.Specs.ICUArchive.Codecs.C876,false
ICU-ARCHIVE-macos-3074-10.2,macos-3074-10.2,Iconvex.Specs.ICUArchive.Codecs.C877,false
ICU-ARCHIVE-macos-33-10.5,macos-33-10.5,Iconvex.Specs.ICUArchive.Codecs.C878,false
ICU-ARCHIVE-macos-34-10.2,macos-34-10.2,Iconvex.Specs.ICUArchive.Codecs.C879,false
ICU-ARCHIVE-macos-35-10.2,,Iconvex.Specs.ICUArchive.Codecs.C880,false
ICU-ARCHIVE-macos-36_1-10.2,macos-36_1-10.2,Iconvex.Specs.ICUArchive.Codecs.C881,false
ICU-ARCHIVE-macos-36_2-10.2,macos-36_2-10.2,Iconvex.Specs.ICUArchive.Codecs.C882,false
ICU-ARCHIVE-macos-37_2-10.2,macos-37_2-10.2,Iconvex.Specs.ICUArchive.Codecs.C883,false
ICU-ARCHIVE-macos-37_3-10.2,macos-37_3-10.2,Iconvex.Specs.ICUArchive.Codecs.C884,false
ICU-ARCHIVE-macos-37_4-10.2,macos-37_4-10.2,Iconvex.Specs.ICUArchive.Codecs.C885,false
ICU-ARCHIVE-macos-37_5-10.2,macos-37_5-10.2,Iconvex.Specs.ICUArchive.Codecs.C886,false
ICU-ARCHIVE-macos-38_1-10.2,macos-38_1-10.2,Iconvex.Specs.ICUArchive.Codecs.C887,false
ICU-ARCHIVE-macos-38_2-10.2,macos-38_2-10.2,Iconvex.Specs.ICUArchive.Codecs.C888,false
ICU-ARCHIVE-macos-513-10.2,macos-513-10.2,Iconvex.Specs.ICUArchive.Codecs.C889,false
ICU-ARCHIVE-macos-514-10.2,macos-514-10.2,Iconvex.Specs.ICUArchive.Codecs.C890,false
ICU-ARCHIVE-macos-515-10.2,macos-515-10.2,Iconvex.Specs.ICUArchive.Codecs.C891,false
ICU-ARCHIVE-macos-516-10.2,macos-516-10.2,Iconvex.Specs.ICUArchive.Codecs.C892,false
ICU-ARCHIVE-macos-517-10.2,macos-517-10.2,Iconvex.Specs.ICUArchive.Codecs.C893,false
ICU-ARCHIVE-macos-518-10.2,macos-518-10.2,Iconvex.Specs.ICUArchive.Codecs.C894,false
ICU-ARCHIVE-macos-519-10.2,macos-519-10.2,Iconvex.Specs.ICUArchive.Codecs.C895,false
ICU-ARCHIVE-macos-520-10.2,macos-520-10.2,Iconvex.Specs.ICUArchive.Codecs.C896,false
ICU-ARCHIVE-macos-521-10.2,macos-521-10.2,Iconvex.Specs.ICUArchive.Codecs.C897,false
ICU-ARCHIVE-macos-527-10.2,macos-527-10.2,Iconvex.Specs.ICUArchive.Codecs.C898,false
ICU-ARCHIVE-macos-6-10.2,macos-6-10.2,Iconvex.Specs.ICUArchive.Codecs.C899,false
ICU-ARCHIVE-macos-6_2-10.4,,Iconvex.Specs.ICUArchive.Codecs.C900,false
ICU-ARCHIVE-macos-7_1-10.2,macos-7_1-10.2,Iconvex.Specs.ICUArchive.Codecs.C901,false
ICU-ARCHIVE-macos-7_2-10.2,macos-7_2-10.2,Iconvex.Specs.ICUArchive.Codecs.C902,false
ICU-ARCHIVE-macos-7_3-10.2,,Iconvex.Specs.ICUArchive.Codecs.C903,false
ICU-ARCHIVE-osd-EBCDIC-DF03-IRV,osd-EBCDIC-DF03-IRV,Iconvex.Specs.ICUArchive.Codecs.C904,false
ICU-ARCHIVE-osd-EBCDIC-DF04-1,osd-EBCDIC-DF04-1,Iconvex.Specs.ICUArchive.Codecs.C905,false
ICU-ARCHIVE-osd-EBCDIC-DF04-15,osd-EBCDIC-DF04-15,Iconvex.Specs.ICUArchive.Codecs.C906,false
ICU-ARCHIVE-solaris-5601-2.7,,Iconvex.Specs.ICUArchive.Codecs.C907,false
ICU-ARCHIVE-solaris-646-2.7,,Iconvex.Specs.ICUArchive.Codecs.C908,false
ICU-ARCHIVE-solaris-8859_1-2.7,8859_1,Iconvex.Specs.ICUArchive.Codecs.C909,false
ICU-ARCHIVE-solaris-8859_10-2.7,8859_10,Iconvex.Specs.ICUArchive.Codecs.C910,false
ICU-ARCHIVE-solaris-8859_15-2.7,,Iconvex.Specs.ICUArchive.Codecs.C911,false
ICU-ARCHIVE-solaris-8859_2-2.7,,Iconvex.Specs.ICUArchive.Codecs.C912,false
ICU-ARCHIVE-solaris-8859_3-2.7,,Iconvex.Specs.ICUArchive.Codecs.C913,false
ICU-ARCHIVE-solaris-8859_4-2.7,,Iconvex.Specs.ICUArchive.Codecs.C914,false
ICU-ARCHIVE-solaris-8859_5-2.7,,Iconvex.Specs.ICUArchive.Codecs.C915,false
ICU-ARCHIVE-solaris-8859_6-2.7,,Iconvex.Specs.ICUArchive.Codecs.C916,false
ICU-ARCHIVE-solaris-8859_7-2.7,,Iconvex.Specs.ICUArchive.Codecs.C917,false
ICU-ARCHIVE-solaris-8859_8-2.7,,Iconvex.Specs.ICUArchive.Codecs.C918,false
ICU-ARCHIVE-solaris-8859_9-2.7,,Iconvex.Specs.ICUArchive.Codecs.C919,false
ICU-ARCHIVE-solaris-EUC_KR-2.7,,Iconvex.Specs.ICUArchive.Codecs.C920,false
ICU-ARCHIVE-solaris-KOI8_R-2.7,,Iconvex.Specs.ICUArchive.Codecs.C921,false
ICU-ARCHIVE-solaris-PCK-2.7,,Iconvex.Specs.ICUArchive.Codecs.C922,false
ICU-ARCHIVE-solaris-eucJP-2.7,,Iconvex.Specs.ICUArchive.Codecs.C923,false
ICU-ARCHIVE-solaris-eucTH-2.7,,Iconvex.Specs.ICUArchive.Codecs.C924,false
ICU-ARCHIVE-solaris-zh_CN.euc-2.7,zh_CN.euc,Iconvex.Specs.ICUArchive.Codecs.C925,false
ICU-ARCHIVE-solaris-zh_CN.gbk-2.7,zh_CN.gbk,Iconvex.Specs.ICUArchive.Codecs.C926,false
ICU-ARCHIVE-solaris-zh_CN_cp935-2.7,zh_CN_cp935,Iconvex.Specs.ICUArchive.Codecs.C927,false
ICU-ARCHIVE-solaris-zh_HK.hkscs-5.9,solaris-zh_HK.hkscs-5.9,Iconvex.Specs.ICUArchive.Codecs.C928,false
ICU-ARCHIVE-solaris-zh_TW_big5-2.7,solaris-zh_TW_big5-2.7,Iconvex.Specs.ICUArchive.Codecs.C929,false
ICU-ARCHIVE-solaris-zh_TW_cp937-2.7,zh_TW_cp937,Iconvex.Specs.ICUArchive.Codecs.C930,false
ICU-ARCHIVE-solaris-zh_TW_euc-2.7,zh_TW_euc,Iconvex.Specs.ICUArchive.Codecs.C931,false
ICU-ARCHIVE-windows-10000-2000,windows-10000-2000,Iconvex.Specs.ICUArchive.Codecs.C932,false
ICU-ARCHIVE-windows-10001-2000,windows-10001-2000,Iconvex.Specs.ICUArchive.Codecs.C933,false
ICU-ARCHIVE-windows-10002-2000,windows-10002-2000,Iconvex.Specs.ICUArchive.Codecs.C934,false
ICU-ARCHIVE-windows-10003-2000,windows-10003-2000,Iconvex.Specs.ICUArchive.Codecs.C935,false
ICU-ARCHIVE-windows-10004-2000,windows-10004-2000,Iconvex.Specs.ICUArchive.Codecs.C936,false
ICU-ARCHIVE-windows-10005-2000,windows-10005-2000,Iconvex.Specs.ICUArchive.Codecs.C937,false
ICU-ARCHIVE-windows-10006-2000,windows-10006-2000,Iconvex.Specs.ICUArchive.Codecs.C938,false
ICU-ARCHIVE-windows-10007-2000,windows-10007-2000,Iconvex.Specs.ICUArchive.Codecs.C939,false
ICU-ARCHIVE-windows-10008-2000,windows-10008-2000,Iconvex.Specs.ICUArchive.Codecs.C940,false
ICU-ARCHIVE-windows-10010-2000,windows-10010-2000,Iconvex.Specs.ICUArchive.Codecs.C941,false
ICU-ARCHIVE-windows-10017-2000,windows-10017-2000,Iconvex.Specs.ICUArchive.Codecs.C942,false
ICU-ARCHIVE-windows-10021-2000,windows-10021-2000,Iconvex.Specs.ICUArchive.Codecs.C943,false
ICU-ARCHIVE-windows-10029-2000,windows-10029-2000,Iconvex.Specs.ICUArchive.Codecs.C944,false
ICU-ARCHIVE-windows-10079-2000,windows-10079-2000,Iconvex.Specs.ICUArchive.Codecs.C945,false
ICU-ARCHIVE-windows-10081-2000,windows-10081-2000,Iconvex.Specs.ICUArchive.Codecs.C946,false
ICU-ARCHIVE-windows-10082-2000,windows-10082-2000,Iconvex.Specs.ICUArchive.Codecs.C947,false
ICU-ARCHIVE-windows-1026-2000,windows-1026-2000,Iconvex.Specs.ICUArchive.Codecs.C948,false
ICU-ARCHIVE-windows-1047-2000,windows-1047-2000,Iconvex.Specs.ICUArchive.Codecs.C949,false
ICU-ARCHIVE-windows-1140-2000,windows-1140-2000,Iconvex.Specs.ICUArchive.Codecs.C950,false
ICU-ARCHIVE-windows-1141-2000,windows-1141-2000,Iconvex.Specs.ICUArchive.Codecs.C951,false
ICU-ARCHIVE-windows-1142-2000,windows-1142-2000,Iconvex.Specs.ICUArchive.Codecs.C952,false
ICU-ARCHIVE-windows-1143-2000,windows-1143-2000,Iconvex.Specs.ICUArchive.Codecs.C953,false
ICU-ARCHIVE-windows-1144-2000,windows-1144-2000,Iconvex.Specs.ICUArchive.Codecs.C954,false
ICU-ARCHIVE-windows-1145-2000,windows-1145-2000,Iconvex.Specs.ICUArchive.Codecs.C955,false
ICU-ARCHIVE-windows-1146-2000,windows-1146-2000,Iconvex.Specs.ICUArchive.Codecs.C956,false
ICU-ARCHIVE-windows-1147-2000,windows-1147-2000,Iconvex.Specs.ICUArchive.Codecs.C957,false
ICU-ARCHIVE-windows-1148-2000,windows-1148-2000,Iconvex.Specs.ICUArchive.Codecs.C958,false
ICU-ARCHIVE-windows-1149-2000,windows-1149-2000,Iconvex.Specs.ICUArchive.Codecs.C959,false
ICU-ARCHIVE-windows-1250-2000,windows-1250-2000,Iconvex.Specs.ICUArchive.Codecs.C960,false
ICU-ARCHIVE-windows-1251-2000,windows-1251-2000,Iconvex.Specs.ICUArchive.Codecs.C961,false
ICU-ARCHIVE-windows-1252-2000,windows-1252-2000,Iconvex.Specs.ICUArchive.Codecs.C962,false
ICU-ARCHIVE-windows-1253-2000,windows-1253-2000,Iconvex.Specs.ICUArchive.Codecs.C963,false
ICU-ARCHIVE-windows-1254-2000,windows-1254-2000,Iconvex.Specs.ICUArchive.Codecs.C964,false
ICU-ARCHIVE-windows-1255-2000,windows-1255-2000,Iconvex.Specs.ICUArchive.Codecs.C965,false
ICU-ARCHIVE-windows-1256-2000,windows-1256-2000,Iconvex.Specs.ICUArchive.Codecs.C966,false
ICU-ARCHIVE-windows-1257-2000,windows-1257-2000,Iconvex.Specs.ICUArchive.Codecs.C967,false
ICU-ARCHIVE-windows-1258-2000,windows-1258-2000,Iconvex.Specs.ICUArchive.Codecs.C968,false
ICU-ARCHIVE-windows-1258_db-2013,windows-1258_db-2013,Iconvex.Specs.ICUArchive.Codecs.C969,false
ICU-ARCHIVE-windows-1361-2000,windows-1361-2000,Iconvex.Specs.ICUArchive.Codecs.C970,false
ICU-ARCHIVE-windows-20000-2000,windows-20000-2000,Iconvex.Specs.ICUArchive.Codecs.C971,false
ICU-ARCHIVE-windows-20001-2000,windows-20001-2000,Iconvex.Specs.ICUArchive.Codecs.C972,false
ICU-ARCHIVE-windows-20002-2000,windows-20002-2000,Iconvex.Specs.ICUArchive.Codecs.C973,false
ICU-ARCHIVE-windows-20003-2000,windows-20003-2000,Iconvex.Specs.ICUArchive.Codecs.C974,false
ICU-ARCHIVE-windows-20004-2000,windows-20004-2000,Iconvex.Specs.ICUArchive.Codecs.C975,false
ICU-ARCHIVE-windows-20005-2000,windows-20005-2000,Iconvex.Specs.ICUArchive.Codecs.C976,false
ICU-ARCHIVE-windows-20105-2000,windows-20105-2000,Iconvex.Specs.ICUArchive.Codecs.C977,false
ICU-ARCHIVE-windows-20106-2000,windows-20106-2000,Iconvex.Specs.ICUArchive.Codecs.C978,false
ICU-ARCHIVE-windows-20107-2000,windows-20107-2000,Iconvex.Specs.ICUArchive.Codecs.C979,false
ICU-ARCHIVE-windows-20108-2000,windows-20108-2000,Iconvex.Specs.ICUArchive.Codecs.C980,false
ICU-ARCHIVE-windows-20127-2000,windows-20127-2000,Iconvex.Specs.ICUArchive.Codecs.C981,false
ICU-ARCHIVE-windows-20261-2000,windows-20261-2000,Iconvex.Specs.ICUArchive.Codecs.C982,false
ICU-ARCHIVE-windows-20269-2000,windows-20269-2000,Iconvex.Specs.ICUArchive.Codecs.C983,false
ICU-ARCHIVE-windows-20273-2000,windows-20273-2000,Iconvex.Specs.ICUArchive.Codecs.C984,false
ICU-ARCHIVE-windows-20277-2000,windows-20277-2000,Iconvex.Specs.ICUArchive.Codecs.C985,false
ICU-ARCHIVE-windows-20278-2000,windows-20278-2000,Iconvex.Specs.ICUArchive.Codecs.C986,false
ICU-ARCHIVE-windows-20280-2000,windows-20280-2000,Iconvex.Specs.ICUArchive.Codecs.C987,false
ICU-ARCHIVE-windows-20284-2000,windows-20284-2000,Iconvex.Specs.ICUArchive.Codecs.C988,false
ICU-ARCHIVE-windows-20285-2000,windows-20285-2000,Iconvex.Specs.ICUArchive.Codecs.C989,false
ICU-ARCHIVE-windows-20290-2000,windows-20290-2000,Iconvex.Specs.ICUArchive.Codecs.C990,false
ICU-ARCHIVE-windows-20297-2000,windows-20297-2000,Iconvex.Specs.ICUArchive.Codecs.C991,false
ICU-ARCHIVE-windows-20420-2000,windows-20420-2000,Iconvex.Specs.ICUArchive.Codecs.C992,false
ICU-ARCHIVE-windows-20423-2000,windows-20423-2000,Iconvex.Specs.ICUArchive.Codecs.C993,false
ICU-ARCHIVE-windows-20424-2000,windows-20424-2000,Iconvex.Specs.ICUArchive.Codecs.C994,false
ICU-ARCHIVE-windows-20833-2000,windows-20833-2000,Iconvex.Specs.ICUArchive.Codecs.C995,false
ICU-ARCHIVE-windows-20838-2000,windows-20838-2000,Iconvex.Specs.ICUArchive.Codecs.C996,false
ICU-ARCHIVE-windows-20866-2000,windows-20866-2000,Iconvex.Specs.ICUArchive.Codecs.C997,false
ICU-ARCHIVE-windows-20871-2000,windows-20871-2000,Iconvex.Specs.ICUArchive.Codecs.C998,false
ICU-ARCHIVE-windows-20880-2000,windows-20880-2000,Iconvex.Specs.ICUArchive.Codecs.C999,false
ICU-ARCHIVE-windows-20905-2000,windows-20905-2000,Iconvex.Specs.ICUArchive.Codecs.C1000,false
ICU-ARCHIVE-windows-20924-2000,windows-20924-2000,Iconvex.Specs.ICUArchive.Codecs.C1001,false
ICU-ARCHIVE-windows-20932-2000,windows-20932-2000,Iconvex.Specs.ICUArchive.Codecs.C1002,false
ICU-ARCHIVE-windows-20936-2000,windows-20936-2000,Iconvex.Specs.ICUArchive.Codecs.C1003,false
ICU-ARCHIVE-windows-20949-2000,windows-20949-2000,Iconvex.Specs.ICUArchive.Codecs.C1004,false
ICU-ARCHIVE-windows-21025-2000,windows-21025-2000,Iconvex.Specs.ICUArchive.Codecs.C1005,false
ICU-ARCHIVE-windows-21027-2000,windows-21027-2000,Iconvex.Specs.ICUArchive.Codecs.C1006,false
ICU-ARCHIVE-windows-21866-2000,windows-21866-2000,Iconvex.Specs.ICUArchive.Codecs.C1007,false
ICU-ARCHIVE-windows-28591-2000,windows-28591-2000,Iconvex.Specs.ICUArchive.Codecs.C1008,false
ICU-ARCHIVE-windows-28592-2000,windows-28592-2000,Iconvex.Specs.ICUArchive.Codecs.C1009,false
ICU-ARCHIVE-windows-28593-2000,windows-28593-2000,Iconvex.Specs.ICUArchive.Codecs.C1010,false
ICU-ARCHIVE-windows-28594-2000,windows-28594-2000,Iconvex.Specs.ICUArchive.Codecs.C1011,false
ICU-ARCHIVE-windows-28595-2000,windows-28595-2000,Iconvex.Specs.ICUArchive.Codecs.C1012,false
ICU-ARCHIVE-windows-28596-2000,windows-28596-2000,Iconvex.Specs.ICUArchive.Codecs.C1013,false
ICU-ARCHIVE-windows-28597-2000,windows-28597-2000,Iconvex.Specs.ICUArchive.Codecs.C1014,false
ICU-ARCHIVE-windows-28598-2000,windows-28598-2000,Iconvex.Specs.ICUArchive.Codecs.C1015,false
ICU-ARCHIVE-windows-28599-2000,windows-28599-2000,Iconvex.Specs.ICUArchive.Codecs.C1016,false
ICU-ARCHIVE-windows-28603-vista,windows-28603-vista,Iconvex.Specs.ICUArchive.Codecs.C1017,false
ICU-ARCHIVE-windows-28605-2000,windows-28605-2000,Iconvex.Specs.ICUArchive.Codecs.C1018,false
ICU-ARCHIVE-windows-37-2000,windows-37-2000,Iconvex.Specs.ICUArchive.Codecs.C1019,false
ICU-ARCHIVE-windows-38598-2000,windows-38598-2000,Iconvex.Specs.ICUArchive.Codecs.C1020,false
ICU-ARCHIVE-windows-437-2000,windows-437-2000,Iconvex.Specs.ICUArchive.Codecs.C1021,false
ICU-ARCHIVE-windows-500-2000,windows-500-2000,Iconvex.Specs.ICUArchive.Codecs.C1022,false
ICU-ARCHIVE-windows-51932-2006,windows-51932-2006,Iconvex.Specs.ICUArchive.Codecs.C1023,false
ICU-ARCHIVE-windows-51936-2000,windows-51936-2000,Iconvex.Specs.ICUArchive.Codecs.C1024,false
ICU-ARCHIVE-windows-51949-2000,windows-51949-2000,Iconvex.Specs.ICUArchive.Codecs.C1025,false
ICU-ARCHIVE-windows-708-2000,windows-708-2000,Iconvex.Specs.ICUArchive.Codecs.C1026,false
ICU-ARCHIVE-windows-720-2000,windows-720-2000,Iconvex.Specs.ICUArchive.Codecs.C1027,false
ICU-ARCHIVE-windows-737-2000,windows-737-2000,Iconvex.Specs.ICUArchive.Codecs.C1028,false
ICU-ARCHIVE-windows-775-2000,windows-775-2000,Iconvex.Specs.ICUArchive.Codecs.C1029,false
ICU-ARCHIVE-windows-850-2000,windows-850-2000,Iconvex.Specs.ICUArchive.Codecs.C1030,false
ICU-ARCHIVE-windows-852-2000,windows-852-2000,Iconvex.Specs.ICUArchive.Codecs.C1031,false
ICU-ARCHIVE-windows-855-2000,windows-855-2000,Iconvex.Specs.ICUArchive.Codecs.C1032,false
ICU-ARCHIVE-windows-857-2000,windows-857-2000,Iconvex.Specs.ICUArchive.Codecs.C1033,false
ICU-ARCHIVE-windows-858-2000,windows-858-2000,Iconvex.Specs.ICUArchive.Codecs.C1034,false
ICU-ARCHIVE-windows-860-2000,windows-860-2000,Iconvex.Specs.ICUArchive.Codecs.C1035,false
ICU-ARCHIVE-windows-861-2000,windows-861-2000,Iconvex.Specs.ICUArchive.Codecs.C1036,false
ICU-ARCHIVE-windows-862-2000,windows-862-2000,Iconvex.Specs.ICUArchive.Codecs.C1037,false
ICU-ARCHIVE-windows-863-2000,windows-863-2000,Iconvex.Specs.ICUArchive.Codecs.C1038,false
ICU-ARCHIVE-windows-864-2000,windows-864-2000,Iconvex.Specs.ICUArchive.Codecs.C1039,false
ICU-ARCHIVE-windows-865-2000,windows-865-2000,Iconvex.Specs.ICUArchive.Codecs.C1040,false
ICU-ARCHIVE-windows-866-2000,windows-866-2000,Iconvex.Specs.ICUArchive.Codecs.C1041,false
ICU-ARCHIVE-windows-869-2000,windows-869-2000,Iconvex.Specs.ICUArchive.Codecs.C1042,false
ICU-ARCHIVE-windows-870-2000,windows-870-2000,Iconvex.Specs.ICUArchive.Codecs.C1043,false
ICU-ARCHIVE-windows-874-2000,,Iconvex.Specs.ICUArchive.Codecs.C1044,false
ICU-ARCHIVE-windows-875-2000,windows-875-2000,Iconvex.Specs.ICUArchive.Codecs.C1045,false
ICU-ARCHIVE-windows-932-2000,windows-932-2000,Iconvex.Specs.ICUArchive.Codecs.C1046,false
ICU-ARCHIVE-windows-936-2000,,Iconvex.Specs.ICUArchive.Codecs.C1047,false
ICU-ARCHIVE-windows-949-2000,,Iconvex.Specs.ICUArchive.Codecs.C1048,false
ICU-ARCHIVE-windows-950-2000,,Iconvex.Specs.ICUArchive.Codecs.C1049,false
ICU-ARCHIVE-windows-950_hkscs-2001,windows-950_hkscs-2001,Iconvex.Specs.ICUArchive.Codecs.C1050,false
ICU-MULTIBYTE:ISO-IR-165,,Iconvex.Specs.ICUMultibyte.Codecs.C26,false
IEC_P27-1,iso-ir-143,Iconvex.Specs.RFC1345.Codecs.C068,false
INIS,iso-ir-49,Iconvex.Specs.RFC1345.Codecs.C025,false
INIS-8,iso-ir-50,Iconvex.Specs.RFC1345.Codecs.C026,false
INIS-cyrillic,iso-ir-51,Iconvex.Specs.RFC1345.Codecs.C027,false
INVARIANT,ISO-IR-170,Iconvex.Specs.RFC1345.Codecs.C002,false
ISCII-91,ISCII91,Iconvex.Specs.ISCII.Codecs.ISCII_91,true
ISIRI-3342,,Iconvex.Specs.GlibcCharmaps.Codecs.C18,false
ISO-10646-J-1,csUnicodeJapanese,Iconvex.Specs.IANAISO10646Profiles.Codecs.Japanese,false
ISO-10646-UCS-Basic,csUnicodeASCII,Iconvex.Specs.IANAISO10646Profiles.Codecs.Basic,false
ISO-10646-Unicode-Latin1,ISO-10646|csUnicodeLatin1,Iconvex.Specs.IANAISO10646Profiles.Codecs.Latin1,false
ISO-2022-JP-EXT,ISO2022-JP-EXT|ISO2022_JP_EXT|PYTHON-ISO2022-JP-EXT,Iconvex.Specs.CPythonISO2022JPExt,true
ISO-8859-1-Windows-3.0-Latin-1,csWindows30Latin1,Iconvex.Specs.IANAPCLSymbolSets.Codecs.C5,false
ISO-8859-1-Windows-3.1-Latin-1,csWindows31Latin1,Iconvex.Specs.IANAPCLSymbolSets.Codecs.C6,false
ISO-8859-2-Windows-Latin-2,csWindows31Latin2,Iconvex.Specs.IANAPCLSymbolSets.Codecs.C7,false
ISO-8859-9-Windows-Latin-5,csWindows31Latin5,Iconvex.Specs.IANAPCLSymbolSets.Codecs.C8,false
ISO-8859-9E,,Iconvex.Specs.GlibcCharmaps.Codecs.C19,false
ISO-IR-129,CCITT-T101-III-SUPPL|ISOIR129|ISO_129,Iconvex.Specs.ISOIRMosaicTechnical.Codecs.C2,false
ISO-IR-137,CCITT-T101-I-MOSAIC-1|ISOIR137|ISO_137,Iconvex.Specs.ISOIRMosaicTechnical.Codecs.C3,false
ISO-IR-164,HEBREW-SUPPLEMENTARY-ISO-IR-164,Iconvex.Specs.ISOIRModern.Codecs.C1,false
ISO-IR-167,ARABIC-FRENCH-GERMAN-ISO-IR-167,Iconvex.Specs.ISOIRModern.Codecs.C2,false
ISO-IR-169,BLISSYMBOLICS|CSISO169BLISS|ISOIR169|ISO_169,Iconvex.Specs.ISOIR169,false
ISO-IR-171,CNS-11643-1992-PLANE-1|CNS11643-1,Iconvex.Specs.ISOIRCNS11643.Codecs.C1,false
ISO-IR-172,CNS-11643-1992-PLANE-2|CNS11643-2,Iconvex.Specs.ISOIRCNS11643.Codecs.C2,false
ISO-IR-173,CCITT-T101-III-MOSAIC|ISOIR173|ISO_173,Iconvex.Specs.ISOIRMosaicTechnical.Codecs.C4,false
ISO-IR-181,IEC-1289-TECHNICAL-1|ISOIR181|ISO_181,Iconvex.Specs.ISOIRMosaicTechnical.Codecs.C5,false
ISO-IR-182,WELSH-ISO-IR-182,Iconvex.Specs.ISOIRModern.Codecs.C3,false
ISO-IR-183,CNS-11643-1992-PLANE-3|CNS11643-3,Iconvex.Specs.ISOIRCNS11643.Codecs.C3,false
ISO-IR-184,CNS-11643-1992-PLANE-4|CNS11643-4,Iconvex.Specs.ISOIRCNS11643.Codecs.C4,false
