catalog_id,name,aliases,kinds,confidence,gnu_libiconv_1_19,iconvex,coverage_status,implementation_disposition,wikipedia_source_ids,wikipedia_urls,all_source_ids,all_source_urls,statuses
ENC-1498,VSCII,ISO-IR-180 | TCVN-5712-2 | TCVN-VN2 | TCVN5712-2 | TCVN5712-2:1993 | VN2 | VSCII-2,single_byte_character_encoding | wikidata_characterencoding | wikidata_codedcharacterset | wikipedia_character_set_page,high,no,yes,implemented,implemented,wikipedia:pageid 57558691,https://en.wikipedia.org/wiki/VSCII,wikidata:Q54810388 | wikipedia:pageid 57558691 | supplement:VSCII,https://www.wikidata.org/wiki/Q54810388 | https://en.wikipedia.org/wiki/VSCII | https://itscj.ipsj.or.jp/ir/180.pdf,primary_source_exact_mapping
ENC-1503,Western Latin character sets,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 2189529,https://en.wikipedia.org/wiki/Western_Latin_character_sets,wikipedia:pageid 2189529,https://en.wikipedia.org/wiki/Western_Latin_character_sets,
ENC-1506,Windows code page,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 2698630,https://en.wikipedia.org/wiki/Windows_code_page,wikipedia:pageid 2698630,https://en.wikipedia.org/wiki/Windows_code_page,
ENC-1519,Windows Cyrillic + French,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 63990342,https://en.wikipedia.org/wiki/Windows_Cyrillic_%2B_French,wikipedia:pageid 63990342,https://en.wikipedia.org/wiki/Windows_Cyrillic_%2B_French,
ENC-1520,Windows Cyrillic + German,,wikipedia_character_set_page,candidate,no,no,remaining,research_candidate,wikipedia:pageid 63990126,https://en.wikipedia.org/wiki/Windows_Cyrillic_%2B_German,wikipedia:pageid 63990126,https://en.wikipedia.org/wiki/Windows_Cyrillic_%2B_German,
ENC-1521,Windows Polytonic Greek,WIKIPEDIA-REV1354794598-PARATYPE-WINDOWS-POLYTONIC-GREEK,source_qualified_single_byte_character_encoding | wikidata_characterencoding | wikipedia_character_set_page,high,no,yes,implemented,implemented,wikipedia:pageid 64456013,https://en.wikipedia.org/wiki/Windows_Polytonic_Greek,wikidata:Q97182804 | wikipedia:pageid 64456013 | supplement:Windows Polytonic Greek,https://www.wikidata.org/wiki/Q97182804 | https://en.wikipedia.org/wiki/Windows_Polytonic_Greek | https://en.wikipedia.org/w/index.php?oldid=1354794598,revision_pinned_cc_by_sa_secondary_mapping_exact
ENC-1531,Windows-1270,WIKIPEDIA-REV1340817319-EKI-SAMI-WIN-CP1270,source_qualified_single_byte_character_encoding | wikipedia_character_set_page,high,no,yes,implemented,implemented,wikipedia:pageid 53204999,https://en.wikipedia.org/wiki/Windows-1270,wikipedia:pageid 53204999 | supplement:Windows-1270,https://en.wikipedia.org/wiki/Windows-1270 | https://en.wikipedia.org/w/index.php?oldid=1340817319,revision_pinned_secondary_mapping_with_independent_eki_parity
ENC-1541,WTF-8,Wobbly Transformation Format | Wobbly Transformation Format 8,unicode_compatibility_encoding | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 50628408 | wikipedia:pageid 50628399,https://en.wikipedia.org/wiki/Wobbly_Transformation_Format | https://en.wikipedia.org/wiki/WTF-8,wikipedia:pageid 50628408 | wikipedia:pageid 50628399 | supplement:WTF-8,https://en.wikipedia.org/wiki/Wobbly_Transformation_Format | https://en.wikipedia.org/wiki/WTF-8 | https://simonsapin.github.io/wtf-8/,specification
ENC-1617,Xerox Character Code Standard,,wikidata_variablewidthcharacterencoding | wikipedia_character_set_page,medium,no,no,remaining,codec_gap,wikipedia:pageid 52093502,https://en.wikipedia.org/wiki/Xerox_Character_Code_Standard,wikidata:Q17651329 | wikipedia:pageid 52093502,https://www.wikidata.org/wiki/Q17651329 | https://en.wikipedia.org/wiki/Xerox_Character_Code_Standard,
ENC-1619,YUSCII,,wikidata_characterencoding | wikipedia_character_set_page,medium,no,no,remaining,encoding_family,wikipedia:pageid 4710349,https://en.wikipedia.org/wiki/YUSCII,wikidata:Q4053427 | wikipedia:pageid 4710349,https://www.wikidata.org/wiki/Q4053427 | https://en.wikipedia.org/wiki/YUSCII,
ENC-1623,ZX Spectrum +3 character set,AMSTRAD-CPM-PLUS | ZX-SPECTRUM-PLUS3,legacy_computer_encoding | wikidata_characterencoding | wikipedia_character_set_page,high,no,yes,implemented,implemented,wikipedia:pageid 54560151,https://en.wikipedia.org/wiki/ZX_Spectrum_%2B3_character_set,wikidata:Q30675535 | wikipedia:pageid 54560151 | supplement:ZX Spectrum +3 character set,https://www.wikidata.org/wiki/Q30675535 | https://en.wikipedia.org/wiki/ZX_Spectrum_%2B3_character_set | https://www.unicode.org/wg2/docs/n5028-19025-terminals-prop.pdf,official_mapping_proposal
ENC-1624,ZX Spectrum character set,,wikidata_characterencoding | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 30871665,https://en.wikipedia.org/wiki/ZX_Spectrum_character_set,wikidata:Q3500910 | wikipedia:pageid 30871665,https://www.wikidata.org/wiki/Q3500910 | https://en.wikipedia.org/wiki/ZX_Spectrum_character_set,
ENC-1625,ZX80 character set,,wikidata_characterencoding | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 44037965,https://en.wikipedia.org/wiki/ZX80_character_set,wikidata:Q22909911 | wikipedia:pageid 44037965,https://www.wikidata.org/wiki/Q22909911 | https://en.wikipedia.org/wiki/ZX80_character_set,
ENC-1626,ZX81 character set,,wikidata_characterencoding | wikipedia_character_set_page,medium,no,yes,implemented,implemented,wikipedia:pageid 49682604,https://en.wikipedia.org/wiki/ZX81_character_set,wikidata:Q24993618 | wikipedia:pageid 49682604,https://www.wikidata.org/wiki/Q24993618 | https://en.wikipedia.org/wiki/ZX81_character_set,
